symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,t_statistic,composite_score,kelly_fraction,regime,composite_proxy,health_proxy
SOXS,2022-09-01,2022-10-04,51.11,62.06,46,503.89,0.2143,22,trail_profit,0.4644,1.2479,0.02,NEUTRAL/TRENDING,2.0,0.118
QXO,2022-10-03,2022-10-06,2.61,3.62,901,908.38,0.3863,3,profit_target,0.5885,1.1844,0.0203,NEUTRAL/TRENDING,0.615,1.0
RIOT,2022-09-29,2022-10-07,7.09,6.72,320,-117.65,-0.0519,6,trail_loss,0.4278,1.0217,0.0197,NEUTRAL/MIXED,1.101,0.051
WULF,2022-09-30,2022-10-07,1.27,1.47,1854,374.2,0.1589,5,trail_profit,0.6076,1.4674,0.0203,NEUTRAL/TRENDING,1.844,1.0
GDX,2022-09-23,2022-10-10,22.48,23.99,100,150.8,0.0671,11,momentum_break,0.4706,0.6591,0.0197,NEUTRAL/TRENDING,0.385,0.34
B,2022-09-30,2022-10-10,15.51,15.3,146,-30.32,-0.0134,6,trail_loss,0.4414,1.0532,0.0197,NEUTRAL/TRENDING,1.176,-0.017
SMCI,2022-10-03,2022-10-10,57.1,59.03,40,77.31,0.0338,5,trail_profit,0.5561,0.923,0.02,NEUTRAL/TRENDING,-0.754,0.607
BITO,2022-10-03,2022-10-10,12.06,11.81,191,-48.55,-0.0211,5,trail_loss,0.5477,0.9131,0.0199,NEUTRAL/MIXED,0.748,-0.027
CVE,2022-10-07,2022-10-12,18.6,16.64,123,-240.78,-0.1052,3,trail_loss,0.3746,0.9625,0.0196,NEUTRAL/TRENDING,-0.358,-0.262
QBTS,2022-10-04,2022-10-14,7.53,7.22,604,-188.56,-0.0415,8,trail_loss,0.3781,0.8191,0.0394,NEUTRAL/MIXED,1.22,-0.362
CPNG,2022-10-07,2022-10-14,19.57,17.58,120,-238.29,-0.1015,5,trail_loss,0.4971,1.1943,0.0201,NEUTRAL/TRENDING,1.026,-0.81
POET,2022-10-11,2022-10-14,2.95,2.83,793,-95.68,-0.0409,3,trail_loss,0.5062,1.1279,0.0201,NEUTRAL/TRENDING,-2.0,0.6
SQQQ,2022-09-22,2022-10-18,53.69,56.98,42,138.3,0.0613,18,trail_profit,0.3882,1.0302,0.0198,NEUTRAL/TRENDING,1.991,-0.07
QID,2022-09-22,2022-10-18,25.04,26.24,90,107.69,0.0478,18,trail_profit,0.3469,0.9202,0.0197,NEUTRAL/TRENDING,1.978,0.011
MO,2022-10-10,2022-10-20,43.49,44.01,52,26.79,0.0118,8,trail_profit,0.3731,0.8841,0.0195,NEUTRAL/TRENDING,1.447,0.13
POET,2022-10-14,2022-10-20,2.45,2.77,938,298.86,0.13,4,profit_target,0.434,0.8311,0.0198,NEUTRAL/TRENDING,-2.0,-0.2
SLB,2022-10-10,2022-10-24,42.16,52.15,54,539.67,0.237,10,profit_target,0.3892,1.0411,0.0197,NEUTRAL/TRENDING,1.95,1.0
SOXS,2022-10-12,2022-10-24,77.81,74.9,29,-84.39,-0.0374,8,trail_loss,0.3247,0.855,0.0196,NEUTRAL/TRENDING,1.745,-0.787
HAL,2022-10-06,2022-10-27,29.84,36.27,155,996.94,0.2155,15,profit_target,0.3939,0.8009,0.0397,NEUTRAL/TRENDING,1.605,1.0
CMCSA,2022-10-17,2022-10-28,30.84,31.12,74,20.68,0.0091,9,trail_profit,0.4889,0.8645,0.0199,NEUTRAL/TRENDING,-0.787,0.629
PBR,2022-10-24,2022-10-31,14.19,12.9,329,-423.95,-0.0908,5,trail_loss,0.4783,0.8227,0.0399,NEUTRAL/TRENDING,1.584,-0.75
RIOT,2022-10-28,2022-11-02,7.03,6.02,681,-687.92,-0.1437,3,trail_loss,0.5222,0.8129,0.0403,NEUTRAL/TRENDING,-1.189,-0.433
IONQ,2022-10-31,2022-11-02,5.91,5.44,812,-385.01,-0.0802,2,trail_loss,0.5158,0.8905,0.0402,NEUTRAL/TRENDING,-0.773,0.073
TOST,2022-10-20,2022-11-03,19.4,19.74,120,40.95,0.0176,10,trail_profit,0.4929,1.0197,0.02,NEUTRAL/TRENDING,2.0,-0.309
NFLX,2022-10-20,2022-11-03,268.15,269.07,8,7.37,0.0034,10,trail_profit,0.4011,0.9573,0.0196,NEUTRAL/TRENDING,2.0,-0.467
SMCI,2022-10-24,2022-11-03,63.04,76.25,74,977.32,0.2095,8,trail_profit,0.5092,0.8628,0.0402,NEUTRAL/TRENDING,2.0,1.0
SOXL,2022-10-27,2022-11-03,8.52,8.26,557,-147.28,-0.031,5,trail_loss,0.4615,0.8562,0.04,NEUTRAL/TRENDING,-1.335,-0.279
RBLX,2022-10-18,2022-11-04,43.41,40.82,105,-272.08,-0.0597,13,trail_loss,0.4095,0.9375,0.0396,NEUTRAL/MIXED,1.995,-0.346
DKNG,2022-11-02,2022-11-04,15.93,13.76,240,-521.04,-0.1363,2,trail_loss,0.5492,1.1201,0.0323,NEUTRAL/TRENDING,-0.141,0.312
OXY,2022-10-10,2022-11-07,65.64,75.89,35,358.82,0.1562,20,profit_target,0.4464,0.9086,0.0197,NEUTRAL/TRENDING,1.549,0.582
APLD,2022-10-14,2022-11-08,1.93,2.38,1200,538.57,0.2325,17,profit_target,0.4412,1.0267,0.0199,NEUTRAL/TRENDING,1.847,1.0
HOOD,2022-11-03,2022-11-08,12.33,10.28,295,-603.32,-0.1659,3,trail_loss,0.3327,0.7123,0.031,NEUTRAL/TRENDING,2.0,0.101
SQQQ,2022-11-04,2022-11-10,59.55,51.61,39,-309.78,-0.1334,4,trail_loss,0.5801,0.8287,0.0203,NEUTRAL/MIXED,-1.081,0.121
QID,2022-11-04,2022-11-10,27.36,24.87,84,-208.77,-0.0908,4,trail_loss,0.4335,0.6416,0.0198,NEUTRAL/MIXED,-0.843,0.138
NU,2022-11-03,2022-11-14,4.93,4.57,770,-274.01,-0.0722,7,trail_loss,0.5845,0.8668,0.0323,NEUTRAL/TRENDING,1.622,-0.567
EWY,2022-11-04,2022-11-15,53.95,60.35,43,275.19,0.1186,7,profit_target,0.4377,0.6564,0.0199,NEUTRAL/TRENDING,1.972,1.0
MU,2022-11-09,2022-11-16,56.01,58.33,83,192.37,0.0414,5,trail_profit,0.4784,0.6187,0.0401,NEUTRAL/MIXED,1.895,0.975
AAL,2022-10-18,2022-11-17,13.72,14.63,334,302.33,0.066,22,trail_profit,0.4441,0.8936,0.0396,NEUTRAL/TRENDING,1.705,0.16
F,2022-11-02,2022-11-17,13.08,13.89,292,237.41,0.0622,11,momentum_break,0.5427,0.8512,0.0322,NEUTRAL/TRENDING,1.969,0.581
USB,2022-11-10,2022-11-17,44.89,42.93,101,-197.68,-0.0436,5,trail_loss,0.4442,0.652,0.0396,NEUTRAL/MIXED,0.147,-0.325
APLD,2022-11-08,2022-11-22,2.38,2.11,1969,-535.11,-0.1142,10,trail_loss,0.4785,0.7831,0.0401,NEUTRAL/TRENDING,1.761,-0.46
AAPL,2022-11-17,2022-11-28,150.88,143.61,30,-218.07,-0.0482,6,trail_loss,0.3971,0.6586,0.0394,NEUTRAL/TRENDING,-0.268,-0.263
XOM,2022-11-07,2022-11-29,113.74,111.02,40,-108.84,-0.0239,15,trail_loss,0.3832,0.5716,0.039,NEUTRAL/TRENDING,1.392,-0.413
TQQQ,2022-11-15,2022-11-29,22.98,20.69,209,-478.01,-0.0995,9,trail_loss,0.7018,1.0245,0.0411,NEUTRAL/TRENDING,0.97,-0.276
NFLX,2022-11-17,2022-11-29,295.49,278.09,15,-260.94,-0.0589,7,trail_loss,0.4648,0.6516,0.0395,NEUTRAL/TRENDING,-0.477,-0.324
SMCI,2022-11-03,2022-12-05,79.71,84.5,45,215.41,0.0601,21,trail_profit,0.3217,0.7344,0.0311,NEUTRAL/TRENDING,1.954,-0.268
SOXL,2022-11-10,2022-12-06,12.11,11.63,378,-182.13,-0.0398,17,trail_loss,0.4267,0.793,0.0398,NEUTRAL/TRENDING,2.0,0.25
AMD,2022-11-14,2022-12-06,73.51,71.41,63,-132.53,-0.0286,15,trail_loss,0.4727,0.9205,0.04,NEUTRAL/TRENDING,2.0,0.042
U,2022-11-16,2022-12-06,33.31,36.01,141,381.1,0.0811,13,trail_profit,0.4709,0.9195,0.04,NEUTRAL/TRENDING,1.981,0.515
QQQ,2022-11-17,2022-12-06,284.97,282.03,16,-47.07,-0.0103,12,trail_loss,0.5132,0.5969,0.0396,NEUTRAL/TRENDING,0.653,0.325
KDP,2022-11-28,2022-12-06,38.22,37.86,96,-34.39,-0.0094,6,trail_loss,0.3721,0.5884,0.0317,NEUTRAL/MIXED,0.026,-0.201
PFE,2022-11-29,2022-12-06,49.45,49.29,92,-14.44,-0.0032,5,trail_loss,0.4049,0.5127,0.0396,NEUTRAL/TRENDING,1.167,0.6
MO,2022-11-29,2022-12-06,45.83,46.15,97,30.67,0.0069,5,trail_profit,0.2932,0.4986,0.0387,NEUTRAL/MIXED,0.213,0.851
INDA,2022-12-05,2022-12-12,43.5,42.83,108,-72.19,-0.0154,5,trail_loss,0.5325,0.6188,0.0403,NEUTRAL/MIXED,-0.408,-0.827
HPE,2022-11-22,2022-12-15,15.64,15.94,293,87.32,0.0191,16,trail_profit,0.4379,0.6856,0.0399,NEUTRAL/TRENDING,1.919,0.261
XLP,2022-11-29,2022-12-15,75.73,75.3,60,-25.59,-0.0056,12,trail_loss,0.4631,0.5074,0.0397,NEUTRAL/TRENDING,1.075,0.28
NKE,2022-12-06,2022-12-15,108.01,109.34,42,55.78,0.0123,7,trail_profit,0.4139,0.6036,0.0391,NEUTRAL/TRENDING,1.859,0.471
NFLX,2022-12-08,2022-12-15,310.39,292.94,7,-122.16,-0.0562,5,trail_loss,0.4065,0.5978,0.0197,NEUTRAL/TRENDING,1.712,0.309
TOST,2022-12-12,2022-12-15,19.87,19.11,183,-138.87,-0.0382,3,trail_loss,0.411,0.8882,0.0318,NEUTRAL/TRENDING,-0.938,0.587
XLV,2022-12-07,2022-12-16,138.58,136.12,16,-39.33,-0.0177,7,trail_loss,0.3247,0.6067,0.0196,NEUTRAL/TRENDING,1.17,-0.423
POET,2022-12-08,2022-12-16,3.23,3.16,699,-45.91,-0.0203,6,trail_loss,0.329,0.682,0.0197,NEUTRAL/TRENDING,1.211,0.0
CORZ,2022-12-15,2022-12-16,0.4,0.27,8948,-1164.45,-0.3253,1,trail_loss,0.2509,0.7048,0.0311,NEUTRAL/TRENDING,0.0,0.0
CORZ,2022-12-16,2022-12-21,0.27,0.12,8288,-1243.7,-0.5558,3,trail_loss,0.3818,1.019,0.0198,NEUTRAL/TRENDING,1.798,0.16
MO,2022-12-06,2022-12-22,46.24,46.31,99,7.27,0.0016,12,trail_profit,0.4207,0.6348,0.0395,NEUTRAL/TRENDING,1.205,-0.713
TOST,2022-12-15,2022-12-22,18.77,17.54,197,-242.57,-0.0656,5,trail_loss,0.5303,0.8718,0.0322,NEUTRAL/TRENDING,-0.003,-0.734
XLU,2022-12-15,2022-12-22,71.7,69.28,50,-120.8,-0.0337,5,trail_loss,0.4044,0.629,0.0315,NEUTRAL/TRENDING,0.904,-0.612
NVDA,2022-12-15,2022-12-23,169.58,157.6,20,-239.61,-0.0706,6,trail_loss,0.3104,0.5286,0.0309,NEUTRAL/TRENDING,0.949,-0.872
CVE,2022-12-23,2023-01-03,19.31,18.37,114,-107.64,-0.0489,5,trail_loss,0.3934,0.7398,0.0198,NEUTRAL/MIXED,-0.094,0.416
VALE,2022-12-06,2023-01-04,16.79,16.64,269,-40.28,-0.0089,19,trail_loss,0.2817,0.6395,0.039,NEUTRAL/TRENDING,1.586,-0.424
SOXS,2022-12-21,2023-01-06,35.56,36.57,63,63.87,0.0285,10,trail_profit,0.4543,0.9158,0.02,NEUTRAL/MIXED,1.909,-0.204
APLD,2022-12-23,2023-01-06,1.92,1.74,1132,-205.71,-0.0946,8,trail_loss,0.2851,0.6597,0.0194,NEUTRAL/TRENDING,-0.695,-0.079
SQQQ,2022-12-16,2023-01-09,50.3,49.86,44,-19.34,-0.0087,14,trail_loss,0.2459,0.6177,0.0194,NEUTRAL/MIXED,1.982,-0.055
QID,2022-12-16,2023-01-09,24.66,24.68,90,1.82,0.0008,14,trail_profit,0.2511,0.6164,0.0194,NEUTRAL/MIXED,1.953,-0.036
AVGO,2022-12-15,2023-01-10,558.72,562.43,6,22.28,0.0066,16,trail_profit,0.2885,0.5818,0.031,NEUTRAL/TRENDING,1.481,0.462
EXC,2022-12-06,2023-01-13,42.88,43.09,106,22.38,0.0049,26,trail_profit,0.325,0.7593,0.0394,NEUTRAL/TRENDING,1.617,0.309
CPNG,2023-01-10,2023-01-13,18.14,17.02,197,-220.07,-0.0616,3,trail_loss,0.5003,0.899,0.0321,NEUTRAL/TRENDING,-0.602,0.226
AAL,2023-01-09,2023-01-17,14.63,17.07,150,366.22,0.1669,5,profit_target,0.371,0.7114,0.0197,NEUTRAL/TRENDING,2.0,1.0
USB,2023-01-04,2023-01-18,46.05,45.84,48,-10.27,-0.0046,9,trail_loss,0.3792,0.7794,0.0198,NEUTRAL/TRENDING,1.849,0.459
HAL,2022-12-22,2023-01-19,37.56,39.66,57,119.43,0.0558,17,trail_profit,0.3044,0.7058,0.0193,NEUTRAL/MIXED,1.675,0.188
T,2023-01-03,2023-01-19,18.75,19.21,118,54.43,0.0246,11,trail_profit,0.3889,0.6776,0.0198,NEUTRAL/TRENDING,0.71,-0.261
SHOP,2023-01-06,2023-01-26,36.88,48.33,98,1122.18,0.3105,13,profit_target,0.5415,0.7815,0.0323,NEUTRAL/MIXED,0.854,1.0
INTC,2023-01-09,2023-01-27,29.34,28.44,76,-68.24,-0.0306,13,trail_loss,0.4592,0.7959,0.02,NEUTRAL/TRENDING,1.736,0.685
MU,2023-01-06,2023-01-31,56.77,61.4,62,287.3,0.0816,16,trail_profit,0.3578,0.6283,0.0315,NEUTRAL/TRENDING,1.766,0.346
FIS,2023-01-19,2023-02-03,71.04,74.41,61,205.43,0.0474,11,trail_profit,0.294,0.5488,0.0392,NEUTRAL/TRENDING,1.907,0.835
DKNG,2023-01-19,2023-02-03,13.43,16.85,326,1115.43,0.2548,11,profit_target,0.3436,0.5344,0.0393,NEUTRAL/TRENDING,2.0,1.0
HOOD,2023-01-18,2023-02-06,9.3,10.71,477,674.51,0.1521,13,trail_profit,0.3888,0.6716,0.0395,NEUTRAL/TRENDING,1.993,0.608
XBI,2022-12-22,2023-02-07,82.85,88.93,26,158.17,0.0734,30,trail_profit,0.3642,0.7508,0.0196,NEUTRAL/MIXED,1.135,0.744
TTD,2023-01-31,2023-02-07,50.7,51.8,89,98.34,0.0218,5,trail_profit,0.4648,0.6647,0.0398,NEUTRAL/TRENDING,2.0,0.42
QBTS,2023-02-03,2023-02-07,1.57,1.27,2980,-895.89,-0.1915,2,trail_loss,0.3602,0.6824,0.0395,NEUTRAL/MIXED,1.2,0.187
TOST,2023-01-13,2023-02-09,19.9,22.82,179,522.22,0.1466,18,trail_profit,0.4576,0.6667,0.0319,NEUTRAL/TRENDING,1.996,0.47
RBLX,2023-01-17,2023-02-09,37.14,36.51,118,-74.66,-0.017,17,trail_loss,0.3404,0.71,0.0393,NEUTRAL/TRENDING,2.0,-0.081
NCLH,2023-01-13,2023-02-10,15.64,16.13,229,112.68,0.0315,19,trail_profit,0.466,0.8668,0.032,NEUTRAL/TRENDING,1.982,0.179
RGTI,2023-02-06,2023-02-10,1.18,1.1,3876,-295.96,-0.0647,4,trail_loss,0.2589,0.6363,0.0389,NEUTRAL/TRENDING,2.0,0.276
QBTS,2023-02-07,2023-02-13,1.26,1.0,3590,-937.76,-0.2073,4,trail_loss,0.2699,0.5364,0.0389,NEUTRAL/TRENDING,-0.68,-0.698
QXO,2023-02-13,2023-02-14,3.41,3.17,1322,-319.38,-0.0708,1,trail_loss,0.3628,0.7859,0.0395,NEUTRAL/MIXED,0.0,0.0
IREN,2023-02-14,2023-02-16,2.49,4.13,1792,2935.18,0.6578,2,profit_target,0.3414,0.7748,0.0394,NEUTRAL/TRENDING,2.0,1.0
ON,2023-01-26,2023-02-17,73.7,81.96,62,512.38,0.1121,16,trail_profit,0.4968,0.7922,0.0402,NEUTRAL/TRENDING,2.0,0.34
DT,2023-02-07,2023-02-17,48.0,42.56,93,-506.04,-0.1134,8,trail_loss,0.2216,0.4471,0.0386,NEUTRAL/TRENDING,2.0,-0.331
KMI,2023-02-10,2023-02-17,18.37,17.99,246,-94.57,-0.0209,5,trail_loss,0.3803,0.5908,0.0395,NEUTRAL/MIXED,-0.949,-0.039
TSLA,2023-01-27,2023-02-22,177.94,200.83,25,572.24,0.1286,17,momentum_break,0.3526,0.8052,0.0395,NEUTRAL/TRENDING,2.0,0.276
SMCI,2023-02-09,2023-02-22,87.05,86.04,25,-25.13,-0.0115,8,trail_loss,0.2613,0.5593,0.0194,NEUTRAL/TRENDING,2.0,-0.115
CCL,2023-02-07,2023-02-23,12.2,11.23,369,-356.84,-0.0793,11,trail_loss,0.2834,0.4196,0.0387,NEUTRAL/TRENDING,1.839,-0.71
WMT,2023-02-17,2023-02-23,146.56,141.61,31,-153.39,-0.0338,3,trail_loss,0.5236,0.8836,0.0401,NEUTRAL/TRENDING,0.651,-0.261
AAPL,2023-02-03,2023-02-24,154.59,147.42,30,-215.14,-0.0464,14,trail_loss,0.3479,0.5769,0.0393,NEUTRAL/TRENDING,1.872,-0.676
RGTI,2023-02-10,2023-02-24,1.19,0.88,3799,-1160.92,-0.2568,9,trail_loss,0.3617,0.8549,0.0395,NEUTRAL/TRENDING,1.681,-0.288
EXC,2023-02-16,2023-02-24,42.52,41.48,110,-114.56,-0.0245,5,trail_loss,0.4268,0.7644,0.0398,NEUTRAL/TRENDING,0.254,-0.365
UBER,2023-02-09,2023-03-01,35.92,33.1,62,-174.85,-0.0785,13,trail_loss,0.2554,0.5772,0.0194,NEUTRAL/TRENDING,1.974,-0.418
QID,2023-02-22,2023-03-03,21.13,20.5,172,-108.6,-0.0299,7,trail_loss,0.3776,0.8591,0.0317,NEUTRAL/TRENDING,0.051,0.236
SQQQ,2023-02-22,2023-03-03,38.93,37.18,91,-158.81,-0.0448,7,trail_loss,0.2997,0.6736,0.031,NEUTRAL/TRENDING,-0.157,0.209
SOXS,2023-02-23,2023-03-06,21.35,20.34,166,-168.19,-0.0475,7,trail_loss,0.3534,0.658,0.0311,NEUTRAL/TRENDING,-0.704,-0.45
XLB,2023-02-27,2023-03-07,81.5,81.32,43,-7.86,-0.0022,6,trail_loss,0.3712,0.6696,0.0314,NEUTRAL/TRENDING,-0.031,0.556
VALE,2023-03-01,2023-03-07,17.4,16.45,125,-119.32,-0.0549,4,trail_loss,0.3098,0.6848,0.0194,NEUTRAL/TRENDING,-0.942,0.05
IREN,2023-02-17,2023-03-08,3.75,2.61,1213,-1385.44,-0.3046,12,trail_loss,0.3112,0.7611,0.039,NEUTRAL/TRENDING,1.973,-0.268
DKNG,2023-02-17,2023-03-09,20.55,18.94,219,-352.98,-0.0784,13,trail_loss,0.2831,0.7015,0.0387,NEUTRAL/TRENDING,2.0,0.224
RIOT,2023-02-23,2023-03-09,6.37,6.05,570,-183.96,-0.0507,10,trail_loss,0.4478,0.8722,0.0318,NEUTRAL/TRENDING,-0.718,0.079
EQT,2023-02-24,2023-03-10,34.75,30.42,64,-277.32,-0.1247,10,hard_stop,0.3755,0.9774,0.0198,NEUTRAL/TRENDING,1.332,-0.746
MRVL,2023-03-03,2023-03-10,44.04,41.19,50,-142.67,-0.0648,5,trail_loss,0.4246,0.6967,0.0198,NEUTRAL/MIXED,-1.666,-0.797
CNQ,2023-03-06,2023-03-10,59.65,56.46,60,-191.52,-0.0535,4,trail_loss,0.5333,0.7666,0.0323,NEUTRAL/TRENDING,0.005,-0.486
EWJ,2023-03-03,2023-03-13,57.42,56.77,39,-25.48,-0.0114,6,trail_loss,0.4456,0.7035,0.02,NEUTRAL/TRENDING,0.152,-0.412
AAL,2023-03-10,2023-03-15,15.49,14.44,141,-148.68,-0.0681,3,trail_loss,0.4325,0.4963,0.0196,NEUTRAL/MIXED,-1.736,-0.795
SQQQ,2023-03-10,2023-03-16,41.13,35.81,52,-276.53,-0.1293,4,trail_loss,0.221,0.5129,0.0193,NEUTRAL/MIXED,1.582,-0.304
CIFR,2023-03-13,2023-03-16,1.84,2.04,1203,243.15,0.1098,3,trail_profit,0.427,1.0987,0.0199,NEUTRAL/TRENDING,1.937,0.415
INTC,2023-03-15,2023-03-21,28.45,28.35,79,-7.77,-0.0035,4,trail_loss,0.626,1.3754,0.0204,NEUTRAL/TRENDING,1.615,0.7
ANET,2023-03-09,2023-03-22,148.74,166.15,14,243.7,0.117,9,profit_target,0.2943,0.7238,0.0195,NEUTRAL/TRENDING,1.99,1.0
RBLX,2023-03-08,2023-03-23,41.38,42.04,53,34.93,0.0159,11,momentum_break,0.343,0.6778,0.0197,NEUTRAL/TRENDING,1.765,0.105
NVTS,2023-02-24,2023-03-28,6.16,6.46,354,106.67,0.0489,22,trail_profit,0.2372,0.6331,0.0192,NEUTRAL/TRENDING,1.972,0.441
CMG,2023-03-10,2023-03-31,1552.63,1707.38,1,154.75,0.0997,15,profit_target,0.3807,0.8634,0.0197,NEUTRAL/TRENDING,1.067,0.791
AAPL,2023-03-07,2023-04-03,151.66,166.05,14,201.42,0.0949,19,profit_target,0.4579,0.7058,0.02,NEUTRAL/TRENDING,1.21,0.843
TSLL,2023-03-22,2023-04-04,11.35,11.72,324,119.37,0.0325,9,trail_profit,0.681,1.1786,0.0328,NEUTRAL/TRENDING,-0.739,0.118
B,2023-03-16,2023-04-05,17.41,19.67,128,288.66,0.1295,14,profit_target,0.5495,1.0013,0.0201,NEUTRAL/TRENDING,1.916,0.936
CPNG,2023-03-28,2023-04-05,15.24,15.36,235,29.15,0.0081,6,trail_profit,0.5663,1.0379,0.0324,NEUTRAL/TRENDING,1.938,0.904
AVGO,2023-03-07,2023-04-06,625.41,636.24,3,32.48,0.0173,22,trail_profit,0.3159,0.6202,0.0196,NEUTRAL/TRENDING,1.252,0.135
SHOP,2023-03-09,2023-04-06,43.02,43.9,52,45.63,0.0204,20,trail_profit,0.4977,0.9353,0.0201,NEUTRAL/TRENDING,0.66,-0.091
DT,2023-04-03,2023-04-06,42.27,40.57,85,-144.53,-0.0402,3,trail_loss,0.4753,0.6478,0.032,NEUTRAL/TRENDING,-0.465,0.029
NOW,2023-03-16,2023-04-14,442.5,455.93,5,67.14,0.0303,20,trail_profit,0.5567,0.9664,0.0201,NEUTRAL/TRENDING,0.845,0.788
RIOT,2023-03-23,2023-04-14,9.47,13.46,373,1489.49,0.4217,15,profit_target,0.4004,0.9338,0.0318,NEUTRAL/TRENDING,2.0,1.0
FXI,2023-03-31,2023-04-14,29.56,28.61,125,-118.69,-0.0321,9,trail_loss,0.8051,1.1613,0.0333,NEUTRAL/TRENDING,0.582,-0.048
CIFR,2023-03-21,2023-04-17,2.5,2.56,1417,90.89,0.0257,18,trail_profit,0.369,0.8657,0.0316,NEUTRAL/TRENDING,2.0,0.709
U,2023-04-06,2023-04-17,31.14,29.18,143,-280.61,-0.063,6,trail_loss,0.5199,0.6389,0.0399,NEUTRAL/MIXED,0.916,-0.467
APLD,2023-04-06,2023-04-17,2.49,3.73,1737,2159.32,0.4992,6,profit_target,0.2942,0.6052,0.0387,NEUTRAL/MIXED,1.993,1.0
RIOT,2023-04-17,2023-04-21,12.93,10.81,345,-732.18,-0.1641,4,trail_loss,0.2403,0.557,0.0387,NEUTRAL/TRENDING,2.0,-0.832
HOOD,2023-04-05,2023-04-24,9.75,9.52,465,-105.58,-0.0233,12,trail_loss,0.5246,0.884,0.0403,NEUTRAL/TRENDING,1.632,-0.438
IONQ,2023-04-05,2023-04-24,6.65,6.17,654,-313.7,-0.0721,12,trail_loss,0.2321,0.5645,0.0386,NEUTRAL/TRENDING,2.0,-0.387
APLD,2023-04-17,2023-04-24,3.74,3.03,1187,-844.57,-0.1902,5,trail_loss,0.2191,0.5456,0.0384,NEUTRAL/TRENDING,2.0,-0.598
QXO,2023-04-21,2023-04-24,3.18,3.0,1421,-257.91,-0.0571,1,trail_loss,0.4466,1.036,0.0399,NEUTRAL/MIXED,0.0,0.0
CVE,2023-04-04,2023-04-25,18.64,17.55,240,-261.44,-0.0584,14,trail_loss,0.4193,0.7756,0.0398,NEUTRAL/TRENDING,0.93,-0.125
NEE,2023-04-25,2023-04-26,77.86,74.33,58,-204.58,-0.0453,1,trail_loss,0.5325,0.6371,0.0402,NEUTRAL/TRENDING,0.0,0.0
ABT,2023-04-06,2023-04-27,104.98,107.83,41,116.75,0.0271,14,trail_profit,0.3489,0.6486,0.0393,NEUTRAL/TRENDING,1.424,-0.273
XBI,2023-04-17,2023-04-28,81.87,78.52,55,-184.05,-0.0409,9,trail_loss,0.3149,0.7084,0.0392,NEUTRAL/TRENDING,1.497,-0.464
SOXS,2023-04-14,2023-05-01,18.94,20.33,236,327.87,0.0734,11,trail_profit,0.2939,0.5483,0.0387,NEUTRAL/MIXED,1.1,0.321
IREN,2023-04-14,2023-05-02,4.61,3.72,988,-877.91,-0.1927,12,trail_loss,0.332,0.849,0.0394,NEUTRAL/TRENDING,2.0,-0.6
XOM,2023-04-28,2023-05-02,118.33,111.65,38,-253.68,-0.0564,2,trail_loss,0.5408,0.6862,0.04,NEUTRAL/TRENDING,1.118,-0.668
DT,2023-04-24,2023-05-03,42.77,41.21,107,-166.96,-0.0365,7,trail_loss,0.5521,0.6823,0.0403,NEUTRAL/TRENDING,0.587,-0.053
EQT,2023-04-27,2023-05-03,33.55,31.74,136,-245.5,-0.0538,4,trail_loss,0.5297,0.9501,0.0403,NEUTRAL/TRENDING,1.517,0.207
AMD,2023-05-01,2023-05-03,89.7,84.95,39,-185.38,-0.053,2,trail_loss,0.3737,0.5599,0.0314,NEUTRAL/TRENDING,-1.62,0.61
MO,2023-04-24,2023-05-04,46.69,45.83,97,-83.25,-0.0184,8,trail_loss,0.4668,0.8105,0.04,NEUTRAL/TRENDING,1.392,-0.088
WULF,2023-04-14,2023-05-09,1.43,1.67,3147,752.65,0.1672,17,momentum_break,0.2636,0.611,0.0389,NEUTRAL/TRENDING,2.0,0.213
KO,2023-04-24,2023-05-09,63.99,63.43,70,-39.32,-0.0088,11,trail_loss,0.4365,0.6645,0.0396,NEUTRAL/TRENDING,0.664,-0.175
CPNG,2023-05-03,2023-05-10,16.96,16.44,209,-108.88,-0.0307,5,trail_loss,0.3785,0.7616,0.0314,NEUTRAL/TRENDING,2.0,0.53
B,2023-05-03,2023-05-11,20.0,19.8,175,-35.11,-0.01,6,trail_loss,0.3675,0.7143,0.0311,NEUTRAL/TRENDING,0.717,-0.205
GDX,2023-05-04,2023-05-11,35.71,34.13,99,-156.34,-0.0442,5,trail_loss,0.4112,0.8629,0.0316,NEUTRAL/TRENDING,0.712,-0.07
MDT,2023-04-24,2023-05-12,89.72,88.35,48,-65.55,-0.0152,14,trail_loss,0.2716,0.6634,0.0386,NEUTRAL/TRENDING,1.978,-0.116
TOST,2023-05-10,2023-05-16,21.12,18.64,167,-414.05,-0.1174,4,trail_loss,0.3916,0.9354,0.0316,NEUTRAL/TRENDING,2.0,-0.228
U,2023-05-11,2023-05-16,32.47,28.3,109,-454.98,-0.1286,3,trail_loss,0.3959,0.9643,0.0316,NEUTRAL/TRENDING,0.365,0.108
NVTS,2023-05-09,2023-05-18,6.39,8.49,570,1197.43,0.3288,7,profit_target,0.5599,1.118,0.0324,NEUTRAL/TRENDING,-0.138,1.0
CMG,2023-04-26,2023-05-22,2014.67,2100.43,1,85.76,0.0426,18,profit_target,0.2218,0.6256,0.0193,NEUTRAL/TRENDING,2.0,1.0
