symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,t_statistic,composite_score,kelly_fraction,regime,composite_proxy,health_proxy
QQQ,2021-07-09,2021-07-19,361.22,357.97,12,-39.01,-0.009,6,trail_loss,0.3679,0.5575,0.0394,NEUTRAL/TRENDING,1.218,-0.425
SOXS,2021-07-19,2021-07-21,8.39,7.68,270,-191.0,-0.0843,2,trail_loss,0.4214,0.9817,0.0199,NEUTRAL/TRENDING,-0.952,0.395
ABT,2021-07-02,2021-07-22,118.08,116.58,37,-55.64,-0.0127,13,trail_loss,0.2594,0.4447,0.0387,NEUTRAL/TRENDING,1.64,0.471
SQQQ,2021-07-19,2021-07-22,9.11,8.56,244,-133.33,-0.06,3,trail_loss,0.377,0.7995,0.0196,NEUTRAL/TRENDING,-2.0,-0.156
ORCL,2021-07-08,2021-07-26,85.59,87.82,52,116.02,0.0261,12,momentum_break,0.2591,0.6099,0.0389,NEUTRAL/TRENDING,1.849,0.142
NVO,2021-07-08,2021-07-29,87.13,91.35,50,211.22,0.0485,15,profit_target,0.2743,0.5937,0.0386,NEUTRAL/TRENDING,1.371,1.0
PINS,2021-07-26,2021-07-29,76.52,70.77,59,-339.27,-0.0751,3,trail_loss,0.4322,0.7404,0.0399,NEUTRAL/TRENDING,-1.009,0.427
MSFT,2021-07-06,2021-08-02,277.78,284.66,16,110.04,0.0248,19,momentum_break,0.335,0.6129,0.0394,NEUTRAL/TRENDING,1.714,-0.091
PFE,2021-07-19,2021-08-02,40.18,43.94,56,210.45,0.0935,10,profit_target,0.4178,0.8455,0.0198,NEUTRAL/TRENDING,1.509,0.903
AMD,2021-07-22,2021-08-03,91.26,112.53,48,1020.9,0.2331,8,profit_target,0.384,0.5638,0.0389,NEUTRAL/TRENDING,1.704,1.0
FCX,2021-07-29,2021-08-03,38.49,36.01,118,-292.83,-0.0645,3,trail_loss,0.4726,0.9125,0.04,NEUTRAL/TRENDING,0.167,-0.168
AMD,2021-08-03,2021-08-10,112.64,105.67,31,-216.2,-0.0619,5,trail_loss,0.3126,0.7188,0.0314,NEUTRAL/TRENDING,2.0,-0.175
CMG,2021-07-22,2021-08-11,1799.06,1855.49,2,112.86,0.0314,14,momentum_break,0.2603,0.67,0.0387,NEUTRAL/TRENDING,2.0,0.078
WFC,2021-07-21,2021-08-12,45.81,51.14,97,516.95,0.1163,16,profit_target,0.3593,0.6672,0.0393,NEUTRAL/MIXED,0.802,1.0
PFE,2021-08-02,2021-08-12,43.98,46.84,81,231.32,0.0649,8,trail_profit,0.2983,0.5894,0.0313,NEUTRAL/TRENDING,2.0,0.603
KO,2021-07-15,2021-08-13,56.47,56.79,79,25.57,0.0057,21,trail_profit,0.3023,0.5831,0.0389,NEUTRAL/TRENDING,0.839,0.329
NEE,2021-07-19,2021-08-13,76.98,83.42,28,180.27,0.0836,19,profit_target,0.328,0.6763,0.0194,NEUTRAL/TRENDING,1.324,1.0
EXC,2021-07-15,2021-08-16,45.75,48.58,96,271.27,0.0618,22,profit_target,0.2867,0.5343,0.0385,NEUTRAL/MIXED,0.995,0.744
TSLA,2021-08-03,2021-08-17,710.44,659.56,5,-254.41,-0.0716,10,trail_loss,0.3548,0.6058,0.0312,NEUTRAL/TRENDING,1.737,-0.529
RBLX,2021-08-10,2021-08-17,85.07,81.28,43,-162.96,-0.0445,5,trail_loss,0.6114,1.1344,0.0325,NEUTRAL/TRENDING,1.08,-0.671
ON,2021-08-02,2021-08-18,43.64,42.38,81,-101.98,-0.0289,12,trail_loss,0.2811,0.7043,0.0313,NEUTRAL/TRENDING,2.0,-0.566
USB,2021-08-12,2021-08-18,58.87,56.66,77,-169.88,-0.0375,4,trail_loss,0.4027,0.6723,0.0394,NEUTRAL/TRENDING,0.376,-0.462
U,2021-07-29,2021-08-19,111.3,115.19,40,155.79,0.035,15,trail_profit,0.384,0.7769,0.0395,NEUTRAL/TRENDING,1.187,-0.031
KRE,2021-08-11,2021-08-19,67.14,64.65,54,-134.29,-0.037,6,trail_loss,0.4459,0.7319,0.0318,NEUTRAL/TRENDING,1.093,-0.875
DVN,2021-08-13,2021-08-19,28.01,25.72,162,-371.03,-0.0818,4,trail_loss,0.3969,0.5979,0.0393,NEUTRAL/MIXED,0.87,-0.708
AVGO,2021-08-17,2021-08-19,478.95,464.63,9,-128.89,-0.0299,2,trail_loss,0.6092,0.5987,0.0403,NEUTRAL/MIXED,-0.684,-0.795
SOXS,2021-08-19,2021-08-24,7.53,6.96,481,-275.5,-0.0761,3,trail_loss,0.4109,0.8286,0.0318,NEUTRAL/TRENDING,-0.738,-0.501
XLP,2021-08-19,2021-08-25,72.69,71.95,49,-36.27,-0.0102,4,trail_loss,0.3591,0.6148,0.0315,NEUTRAL/TRENDING,0.231,-0.744
ANET,2021-08-25,2021-09-01,374.33,366.31,12,-96.26,-0.0214,5,trail_loss,0.5381,0.6598,0.0403,NEUTRAL/TRENDING,-0.843,-0.518
SOXL,2021-08-24,2021-09-02,43.71,45.88,103,223.37,0.0496,7,trail_profit,0.4094,0.6926,0.0397,NEUTRAL/TRENDING,0.878,0.367
NFLX,2021-08-20,2021-09-07,547.07,606.38,6,355.84,0.1084,11,profit_target,0.4109,0.8481,0.0318,NEUTRAL/TRENDING,1.813,1.0
DKNG,2021-08-13,2021-09-08,53.51,63.35,84,826.84,0.184,17,profit_target,0.356,0.5878,0.039,NEUTRAL/TRENDING,1.881,1.0
CMCSA,2021-08-18,2021-09-08,59.09,60.1,61,61.61,0.0171,14,momentum_break,0.4151,0.5993,0.0317,NEUTRAL/TRENDING,0.596,0.417
MSFT,2021-08-18,2021-09-08,290.98,300.07,12,109.08,0.0312,14,momentum_break,0.4182,0.582,0.0314,NEUTRAL/TRENDING,1.183,0.062
PPL,2021-09-07,2021-09-10,30.12,29.79,151,-50.57,-0.0111,3,trail_loss,0.3901,0.5574,0.0393,NEUTRAL/TRENDING,0.886,-0.276
MO,2021-08-17,2021-09-13,48.57,50.05,93,137.6,0.0305,18,trail_profit,0.401,0.6119,0.0395,NEUTRAL/TRENDING,0.921,0.179
ABT,2021-08-19,2021-09-13,125.78,125.81,28,0.82,0.0002,16,trail_profit,0.3022,0.5441,0.031,NEUTRAL/TRENDING,1.055,0.328
NEE,2021-08-16,2021-09-14,84.0,85.12,54,60.74,0.0134,20,trail_profit,0.3964,0.7212,0.0395,NEUTRAL/TRENDING,1.588,-0.206
PLTR,2021-08-12,2021-09-17,24.9,28.73,182,696.26,0.1536,25,profit_target,0.3186,0.7294,0.0393,NEUTRAL/TRENDING,1.926,1.0
PYPL,2021-09-08,2021-09-17,285.29,276.87,12,-101.05,-0.0295,7,trail_loss,0.4466,0.6233,0.0318,NEUTRAL/TRENDING,0.833,-0.237
AMZN,2021-09-01,2021-09-20,3479.61,3410.32,1,-69.29,-0.0199,12,trail_loss,0.4611,0.8163,0.04,NEUTRAL/TRENDING,1.327,-0.087
EQT,2021-09-02,2021-09-20,19.84,18.53,228,-299.65,-0.0662,11,trail_loss,0.3526,0.7066,0.0393,NEUTRAL/TRENDING,1.722,-0.33
RBLX,2021-09-13,2021-09-20,84.67,79.32,44,-235.3,-0.0632,5,trail_loss,0.6064,0.8058,0.0324,NEUTRAL/MIXED,0.209,-0.732
ORCL,2021-09-14,2021-09-20,86.44,85.76,42,-28.72,-0.0079,4,trail_loss,0.422,0.7382,0.0317,NEUTRAL/MIXED,-0.841,-0.585
EXC,2021-09-08,2021-09-21,50.41,49.36,71,-74.73,-0.0209,9,trail_loss,0.3516,0.5659,0.031,NEUTRAL/TRENDING,1.026,-0.425
QID,2021-09-20,2021-09-27,19.26,18.59,115,-77.01,-0.0348,5,trail_loss,0.2243,0.5713,0.0193,NEUTRAL/TRENDING,0.501,-0.315
PLTR,2021-09-17,2021-09-28,28.75,25.9,127,-362.33,-0.0992,7,trail_loss,0.3683,0.8487,0.0316,NEUTRAL/TRENDING,1.958,0.091
SOFI,2021-09-10,2021-09-29,15.29,16.05,245,185.14,0.0494,13,trail_profit,0.5753,0.879,0.0324,NEUTRAL/TRENDING,1.443,0.875
TSCO,2021-09-13,2021-09-29,202.24,208.04,18,104.33,0.0287,12,momentum_break,0.4815,0.8193,0.0321,NEUTRAL/TRENDING,1.761,0.15
ON,2021-09-20,2021-09-29,47.68,45.66,46,-92.72,-0.0423,7,trail_loss,0.2266,0.4815,0.0191,NEUTRAL/TRENDING,1.919,-0.105
IONQ,2021-09-28,2021-10-01,11.06,9.91,208,-240.23,-0.1044,3,trail_loss,0.3824,0.8975,0.0198,NEUTRAL/TRENDING,1.776,0.082
OXY,2021-09-17,2021-10-05,26.95,32.74,136,787.93,0.215,12,profit_target,0.3973,0.5961,0.0316,NEUTRAL/TRENDING,1.92,0.757
NVTS,2021-09-29,2021-10-06,9.99,9.96,229,-7.52,-0.0033,5,trail_loss,0.4712,0.7681,0.0198,NEUTRAL/MIXED,0.587,-0.355
SQQQ,2021-09-20,2021-10-07,8.15,8.15,280,0.54,0.0002,13,trail_profit,0.3617,0.8978,0.0198,NEUTRAL/TRENDING,1.429,0.032
USB,2021-09-21,2021-10-08,57.13,62.3,38,196.42,0.0905,13,profit_target,0.2759,0.5653,0.0193,NEUTRAL/MIXED,1.564,0.906
CCL,2021-09-27,2021-10-11,26.4,23.68,140,-380.46,-0.1029,10,trail_loss,0.4053,0.8279,0.0318,NEUTRAL/TRENDING,1.808,-0.914
EQT,2021-09-29,2021-10-12,20.74,20.2,111,-59.48,-0.0258,9,trail_loss,0.4243,0.8927,0.0199,NEUTRAL/TRENDING,1.562,-0.529
CNQ,2021-10-01,2021-10-13,36.81,39.64,62,175.35,0.0768,8,trail_profit,0.3994,0.9243,0.0199,NEUTRAL/TRENDING,2.0,0.639
QID,2021-09-29,2021-10-15,19.79,19.24,114,-62.59,-0.0277,12,trail_loss,0.3366,0.7854,0.0196,NEUTRAL/TRENDING,1.842,-0.307
WULF,2021-10-05,2021-10-15,30.03,28.84,77,-91.75,-0.0397,8,trail_loss,0.494,1.2215,0.0201,NEUTRAL/TRENDING,1.563,-0.775
TSLA,2021-09-08,2021-10-18,754.21,869.82,4,462.46,0.1533,28,profit_target,0.3259,0.5806,0.0311,NEUTRAL/TRENDING,1.659,1.0
UBER,2021-09-21,2021-10-19,44.39,47.02,50,131.57,0.0593,20,momentum_break,0.2955,0.7934,0.0194,NEUTRAL/TRENDING,1.981,0.382
TTD,2021-10-15,2021-10-22,78.52,73.75,46,-219.55,-0.0608,5,trail_loss,0.411,0.6676,0.0315,NEUTRAL/TRENDING,1.707,0.531
AMZN,2021-10-18,2021-10-25,3448.91,3370.73,1,-78.18,-0.0227,5,trail_loss,0.4611,0.7512,0.04,NEUTRAL/TRENDING,-0.141,-0.684
HPE,2021-10-06,2021-10-26,14.72,14.9,160,28.86,0.0123,14,trail_profit,0.6366,1.222,0.0203,NEUTRAL/TRENDING,1.667,0.469
KWEB,2021-10-08,2021-10-26,50.12,50.69,74,42.46,0.0114,12,trail_profit,0.5299,0.9621,0.0322,NEUTRAL/TRENDING,1.371,0.65
JD,2021-10-12,2021-10-26,78.49,81.82,29,96.66,0.0425,10,trail_profit,0.556,1.0218,0.0202,NEUTRAL/TRENDING,1.818,0.516
PINS,2021-10-25,2021-10-26,58.1,50.73,80,-589.23,-0.1268,1,trail_loss,0.5554,0.8701,0.0404,NEUTRAL/TRENDING,0.0,0.0
SOFI,2021-10-13,2021-10-27,18.91,19.35,121,53.07,0.0232,10,trail_profit,0.424,0.9056,0.0198,NEUTRAL/TRENDING,2.0,0.052
RIOT,2021-10-19,2021-10-27,30.83,27.71,152,-474.56,-0.1013,6,trail_loss,0.5142,0.9714,0.0402,NEUTRAL/TRENDING,1.089,-0.497
CORZ,2021-10-26,2021-10-27,12.46,11.51,361,-341.42,-0.0759,1,trail_loss,0.2918,0.6689,0.0387,NEUTRAL/TRENDING,0.0,0.0
GDX,2021-10-11,2021-10-28,30.59,32.78,75,163.97,0.0715,13,trail_profit,0.46,0.7399,0.0199,NEUTRAL/TRENDING,1.415,0.497
RBLX,2021-10-22,2021-11-03,84.02,79.79,55,-232.88,-0.0504,8,trail_loss,0.4239,0.8053,0.0398,NEUTRAL/TRENDING,0.775,-0.307
MRVL,2021-10-07,2021-11-04,65.2,69.06,68,262.72,0.0593,20,trail_profit,0.288,0.5823,0.0387,NEUTRAL/TRENDING,1.591,0.698
STM,2021-10-26,2021-11-04,44.79,50.48,103,586.56,0.1271,7,profit_target,0.4856,0.7352,0.0398,NEUTRAL/TRENDING,1.621,1.0
CORZ,2021-10-27,2021-11-04,11.67,12.66,392,389.85,0.0852,6,trail_profit,0.416,0.796,0.0398,NEUTRAL/TRENDING,2.0,1.0
PFE,2021-10-29,2021-11-04,43.78,43.69,106,-9.77,-0.0021,4,trail_loss,0.5817,0.773,0.0405,NEUTRAL/TRENDING,0.525,0.705
TSLA,2021-10-26,2021-11-08,1018.8,1158.34,4,558.15,0.137,9,trail_profit,0.339,0.7879,0.0393,NEUTRAL/TRENDING,2.0,1.0
NVTS,2021-10-15,2021-11-09,12.42,15.69,291,952.2,0.2635,17,profit_target,0.2865,0.6868,0.0312,NEUTRAL/TRENDING,2.0,1.0
NVDA,2021-10-26,2021-11-09,247.16,306.35,18,1065.45,0.2395,10,profit_target,0.3424,0.6561,0.0388,NEUTRAL/TRENDING,2.0,1.0
SOXL,2021-11-04,2021-11-10,59.17,59.42,76,18.85,0.0042,4,trail_profit,0.2941,0.6341,0.0385,NEUTRAL/TRENDING,2.0,0.811
CPNG,2021-10-27,2021-11-11,29.64,28.87,154,-118.19,-0.0259,11,trail_loss,0.4649,0.7535,0.0398,NEUTRAL/TRENDING,1.57,-0.202
NCLH,2021-11-03,2021-11-11,27.33,27.63,171,50.7,0.0108,6,trail_profit,0.4836,0.7058,0.0399,NEUTRAL/MIXED,0.332,-0.234
NBIS,2021-10-28,2021-11-12,83.13,80.55,54,-139.19,-0.031,11,trail_loss,0.3355,0.6483,0.0392,NEUTRAL/TRENDING,1.315,-0.122
AAL,2021-11-04,2021-11-12,20.64,20.84,229,45.51,0.0096,6,trail_profit,0.514,0.8306,0.0402,NEUTRAL/MIXED,1.671,0.469
CCL,2021-11-08,2021-11-12,24.6,22.92,197,-330.09,-0.0681,4,trail_loss,0.6456,0.9556,0.0408,NEUTRAL/TRENDING,-0.695,-0.202
SMCI,2021-11-04,2021-11-15,46.95,42.76,98,-410.76,-0.0893,7,trail_loss,0.3286,0.7823,0.039,NEUTRAL/TRENDING,2.0,-0.813
WULF,2021-11-09,2021-11-17,32.8,39.24,143,920.97,0.1964,6,profit_target,0.4278,0.9011,0.0397,NEUTRAL/TRENDING,2.0,1.0
KWEB,2021-11-12,2021-11-18,51.97,49.09,91,-261.71,-0.0553,4,trail_loss,0.4878,0.8117,0.0401,NEUTRAL/TRENDING,-0.748,0.078
NVTS,2021-11-15,2021-11-19,20.17,16.42,229,-858.34,-0.1858,4,trail_loss,0.324,0.7819,0.0392,NEUTRAL/TRENDING,2.0,-0.357
RBLX,2021-11-10,2021-11-22,95.25,121.81,48,1274.97,0.2789,8,trail_profit,0.3227,0.752,0.0393,NEUTRAL/TRENDING,2.0,1.0
GDX,2021-11-11,2021-11-22,34.7,33.51,132,-157.22,-0.0343,7,trail_loss,0.328,0.6726,0.039,NEUTRAL/TRENDING,1.181,-0.609
IONQ,2021-11-17,2021-11-22,30.95,24.46,151,-979.85,-0.2097,3,trail_loss,0.285,0.6656,0.0392,NEUTRAL/TRENDING,2.0,0.486
B,2021-11-11,2021-11-23,20.65,20.27,224,-84.03,-0.0182,8,trail_loss,0.3503,0.7183,0.0393,NEUTRAL/TRENDING,1.421,-0.797
MU,2021-11-12,2021-11-23,77.34,85.37,59,473.91,0.1039,7,profit_target,0.407,0.7063,0.0392,NEUTRAL/TRENDING,1.996,0.963
AAPL,2021-11-19,2021-11-26,160.65,156.43,29,-122.35,-0.0263,4,trail_loss,0.445,0.9477,0.0397,NEUTRAL/TRENDING,1.946,0.662
XLU,2021-11-24,2021-11-30,67.84,66.33,68,-102.58,-0.0222,3,trail_loss,0.4042,0.6678,0.0397,NEUTRAL/MIXED,0.04,0.175
PFE,2021-11-05,2021-12-01,48.62,52.92,95,408.46,0.0884,17,trail_profit,0.3509,0.7525,0.0391,NEUTRAL/MIXED,1.997,0.842
TTD,2021-11-12,2021-12-01,100.41,97.27,45,-141.15,-0.0312,12,trail_loss,0.2956,0.66,0.0385,NEUTRAL/TRENDING,2.0,0.069
MCHP,2021-11-09,2021-12-02,82.96,82.44,56,-29.38,-0.0063,16,trail_loss,0.334,0.6644,0.0391,NEUTRAL/TRENDING,1.221,0.186
TSLA,2021-11-22,2021-12-02,1156.31,1084.86,3,-214.34,-0.0618,7,trail_loss,0.2946,0.6017,0.0385,NEUTRAL/TRENDING,0.524,-0.227
PBR,2021-11-26,2021-12-02,10.48,10.02,361,-167.46,-0.0443,4,trail_loss,0.4517,1.0082,0.032,NEUTRAL/TRENDING,1.551,0.369
JD,2021-11-18,2021-12-03,88.11,81.14,53,-369.43,-0.0791,10,trail_loss,0.4142,0.8214,0.0396,NEUTRAL/TRENDING,1.646,-0.52
NEE,2021-11-22,2021-12-03,87.39,86.16,53,-65.24,-0.0141,8,trail_loss,0.4304,0.6759,0.0393,NEUTRAL/TRENDING,0.667,0.377
QID,2021-12-01,2021-12-08,16.8,16.41,135,-52.25,-0.023,5,trail_loss,0.2731,0.6361,0.0193,NEUTRAL/TRENDING,0.677,-0.399
SQQQ,2021-12-02,2021-12-08,6.48,6.4,576,-46.53,-0.0125,4,trail_loss,0.4366,0.9106,0.0319,NEUTRAL/TRENDING,0.857,-0.339
SMCI,2021-12-06,2021-12-10,42.72,42.69,54,-1.61,-0.0007,4,trail_loss,0.5107,0.8613,0.0199,NEUTRAL/MIXED,-0.496,-0.126
RBLX,2021-11-22,2021-12-13,120.4,110.42,38,-379.32,-0.0829,14,trail_loss,0.3434,0.7376,0.0391,NEUTRAL/TRENDING,2.0,0.005
PBR,2021-12-02,2021-12-15,10.48,10.86,358,137.67,0.0367,9,momentum_break,0.5157,0.9021,0.0321,NEUTRAL/TRENDING,1.887,-0.061
HAL,2021-12-10,2021-12-15,23.94,21.88,159,-327.72,-0.0861,3,trail_loss,0.5991,0.9659,0.0325,NEUTRAL/TRENDING,-0.878,-0.452
MRVL,2021-12-03,2021-12-16,83.72,82.89,27,-22.39,-0.0099,9,trail_loss,0.2972,0.7532,0.0194,NEUTRAL/TRENDING,2.0,-0.023
TSCO,2021-11-23,2021-12-17,225.37,226.13,20,15.3,0.0034,17,trail_profit,0.428,0.6388,0.0392,NEUTRAL/TRENDING,1.463,0.393
AAPL,2021-11-30,2021-12-17,165.59,170.0,22,97.04,0.0266,13,trail_profit,0.3067,0.7694,0.0313,NEUTRAL/TRENDING,1.981,0.034
NVO,2021-12-15,2021-12-17,116.5,110.12,31,-197.63,-0.0547,2,trail_loss,0.4739,0.8702,0.0319,NEUTRAL/TRENDING,0.864,0.534
ORCL,2021-12-13,2021-12-20,100.98,91.76,36,-331.92,-0.0913,5,trail_loss,0.3363,0.8053,0.0315,NEUTRAL/TRENDING,1.68,-0.627
NOK,2021-12-08,2021-12-21,5.87,5.96,634,58.34,0.0157,9,momentum_break,0.4091,0.6675,0.0318,NEUTRAL/MIXED,1.445,-0.117
MO,2021-12-16,2021-12-22,47.36,46.19,78,-91.49,-0.0248,4,trail_loss,0.4175,0.8846,0.0318,NEUTRAL/TRENDING,1.91,0.664
ABT,2021-12-03,2021-12-28,130.31,140.46,17,172.55,0.0779,16,profit_target,0.3515,0.7413,0.0194,NEUTRAL/TRENDING,1.535,0.907
PFE,2021-12-01,2021-12-29,54.72,57.56,41,116.49,0.0519,19,momentum_break,0.2719,0.6738,0.0194,NEUTRAL/TRENDING,1.921,-0.186
ANET,2021-12-17,2022-01-04,135.12,137.55,16,38.84,0.018,11,trail_profit,0.334,0.7836,0.0196,NEUTRAL/TRENDING,1.147,-0.095
XLV,2021-12-17,2022-01-04,137.99,138.17,16,2.81,0.0013,11,trail_profit,0.4019,0.7561,0.0196,NEUTRAL/TRENDING,1.427,-0.124
CPNG,2021-12-22,2022-01-04,29.49,26.68,126,-354.59,-0.0954,8,trail_loss,0.4636,0.811,0.032,NEUTRAL/TRENDING,1.835,-0.247
IONQ,2021-12-29,2022-01-05,17.68,15.54,260,-557.23,-0.1212,5,trail_loss,0.3931,0.7396,0.0395,NEUTRAL/MIXED,-1.988,-0.213
BMY,2021-12-15,2022-01-06,60.62,60.91,61,17.43,0.0047,15,trail_profit,0.4498,0.975,0.0319,NEUTRAL/TRENDING,1.827,0.172
TSLA,2021-12-28,2022-01-06,1088.86,1021.36,4,-269.99,-0.062,7,trail_loss,0.495,0.9201,0.0401,NEUTRAL/TRENDING,0.464,0.01
PPL,2021-12-08,2022-01-11,29.17,29.86,125,86.33,0.0237,23,trail_profit,0.3412,0.6269,0.0314,NEUTRAL/TRENDING,0.819,0.486
KO,2021-12-20,2022-01-11,57.57,60.08,39,97.97,0.0436,15,trail_profit,0.3748,0.6963,0.0196,NEUTRAL/TRENDING,1.749,0.896
MU,2021-12-21,2022-01-11,90.71,94.17,39,135.05,0.0382,14,momentum_break,0.3094,0.7053,0.0312,NEUTRAL/TRENDING,1.971,-0.037
VZ,2021-12-20,2022-01-14,53.13,53.08,42,-2.14,-0.001,18,trail_loss,0.3048,0.7337,0.0195,NEUTRAL/TRENDING,0.907,-0.027
BAC,2022-01-04,2022-01-14,48.02,47.62,95,-38.4,-0.0084,8,trail_loss,0.3163,0.594,0.0392,NEUTRAL/TRENDING,1.899,0.284
SLB,2022-01-04,2022-01-18,33.28,37.55,137,585.16,0.1283,9,profit_target,0.3217,0.6581,0.0393,NEUTRAL/MIXED,1.992,1.0
F,2022-01-04,2022-01-19,24.33,22.54,186,-332.19,-0.0734,10,trail_loss,0.2692,0.5664,0.0388,NEUTRAL/TRENDING,2.0,0.157
USB,2022-01-06,2022-01-19,60.08,61.23,61,69.92,0.0191,8,trail_profit,0.445,0.7778,0.0319,NEUTRAL/TRENDING,1.887,0.488
WFC,2022-01-11,2022-01-21,56.13,54.23,63,-119.81,-0.0339,7,trail_loss,0.3488,0.6009,0.031,NEUTRAL/TRENDING,2.0,-0.361
FIS,2022-01-05,2022-01-24,116.61,114.92,31,-52.28,-0.0145,12,trail_loss,0.3867,0.6902,0.0316,NEUTRAL/TRENDING,1.728,-0.696
XOM,2022-01-06,2022-01-24,68.35,70.28,52,100.62,0.0283,11,trail_profit,0.3296,0.6494,0.031,NEUTRAL/TRENDING,2.0,0.543
OXY,2022-01-11,2022-01-24,34.72,32.18,104,-264.47,-0.0732,8,trail_loss,0.377,0.6401,0.0315,NEUTRAL/TRENDING,2.0,-0.152
CNQ,2022-01-14,2022-01-24,51.97,49.79,70,-152.32,-0.0419,5,trail_loss,0.3451,0.6813,0.0316,NEUTRAL/TRENDING,2.0,-0.005
EWZ,2022-01-18,2022-01-24,28.91,28.98,128,8.88,0.0024,4,trail_profit,0.453,0.7784,0.0318,NEUTRAL/TRENDING,1.791,0.686
SOXS,2022-01-11,2022-01-26,3.58,5.01,1026,1465.49,0.399,10,trail_profit,0.3998,0.6627,0.0318,NEUTRAL/TRENDING,0.727,1.0
QID,2022-01-21,2022-01-26,19.65,19.48,116,-19.62,-0.0086,3,trail_loss,0.3697,0.9353,0.0196,NEUTRAL/TRENDING,2.0,0.722
SLV,2022-01-20,2022-01-27,22.62,21.84,101,-79.16,-0.0346,5,trail_loss,0.4112,0.9893,0.0197,NEUTRAL/TRENDING,1.339,-0.744
SOXS,2022-01-26,2022-02-01,5.01,4.77,466,-112.69,-0.0483,4,trail_loss,0.4765,1.215,0.02,NEUTRAL/TRENDING,2.0,-0.219
QID,2022-01-26,2022-02-02,20.52,17.69,112,-316.48,-0.1377,5,trail_loss,0.4008,0.9972,0.0197,NEUTRAL/TRENDING,2.0,-0.886
FIS,2022-02-01,2022-02-07,121.83,113.61,38,-312.26,-0.0674,4,trail_loss,0.4877,1.0869,0.0401,NEUTRAL/TRENDING,0.671,-0.522
PFE,2022-02-02,2022-02-08,53.89,51.07,86,-242.87,-0.0524,4,trail_loss,0.4742,0.8406,0.04,NEUTRAL/MIXED,-0.598,0.068
EWZ,2022-01-24,2022-02-09,29.51,32.21,78,210.9,0.0916,12,profit_target,0.5161,1.2135,0.02,NEUTRAL/TRENDING,1.986,0.373
QBTS,2022-01-26,2022-02-09,9.79,10.12,236,78.17,0.0338,10,trail_profit,0.5041,0.9431,0.0198,NEUTRAL/MIXED,0.545,0.983
XLP,2022-01-24,2022-02-10,75.74,75.35,30,-11.57,-0.0051,13,trail_loss,0.6213,0.8869,0.02,NEUTRAL/TRENDING,0.237,-0.059
ON,2022-02-07,2022-02-11,62.29,59.26,37,-112.23,-0.0487,4,trail_loss,0.5191,1.0288,0.0201,NEUTRAL/TRENDING,0.421,0.592
GLW,2022-01-27,2022-02-14,40.59,41.27,56,38.04,0.0167,12,momentum_break,0.3798,0.9396,0.0196,NEUTRAL/TRENDING,1.991,0.052
RIOT,2022-02-08,2022-02-14,18.31,18.3,127,-0.73,-0.0003,4,trail_loss,0.5044,0.9013,0.0201,NEUTRAL/TRENDING,-1.5,0.352
VALE,2022-01-19,2022-02-15,16.2,17.36,223,259.26,0.0718,19,trail_profit,0.3322,0.753,0.031,NEUTRAL/TRENDING,1.994,0.546
NVTS,2022-02-10,2022-02-16,11.34,10.24,205,-224.65,-0.0966,4,trail_loss,0.4564,0.9171,0.0199,NEUTRAL/TRENDING,-0.175,0.351
U,2022-02-09,2022-02-17,115.61,105.71,20,-197.92,-0.0856,6,trail_loss,0.5473,0.8779,0.0201,NEUTRAL/MIXED,-0.906,-0.264
XLE,2022-01-26,2022-02-18,65.22,67.96,34,93.19,0.042,17,momentum_break,0.3938,0.8763,0.0195,NEUTRAL/TRENDING,1.939,0.234
IONQ,2022-02-09,2022-02-18,14.26,14.37,165,18.9,0.008,7,trail_profit,0.5491,1.0451,0.0202,NEUTRAL/TRENDING,1.903,0.278
CIFR,2022-02-11,2022-02-18,3.13,2.84,745,-217.64,-0.0933,5,trail_loss,0.5182,0.9634,0.02,NEUTRAL/TRENDING,-0.822,-0.221
DOW,2022-01-27,2022-02-23,60.2,59.85,37,-12.88,-0.0058,18,trail_loss,0.3694,0.8977,0.0195,NEUTRAL/TRENDING,1.358,-0.113
PBR,2022-01-14,2022-02-24,12.61,13.97,289,393.17,0.1079,27,trail_profit,0.35,0.6725,0.0314,NEUTRAL/TRENDING,2.0,0.914
MU,2022-02-14,2022-02-24,89.89,84.15,25,-143.6,-0.0639,7,trail_loss,0.4292,0.9551,0.0198,NEUTRAL/TRENDING,1.813,-0.679
EWZ,2022-02-17,2022-02-24,32.94,32.0,71,-66.58,-0.0285,4,trail_loss,0.541,0.871,0.0201,NEUTRAL/TRENDING,1.995,0.25
CSCO,2022-02-18,2022-02-24,57.25,54.36,63,-182.16,-0.0505,3,trail_loss,0.3785,0.8066,0.0313,NEUTRAL/TRENDING,-0.281,-0.223
SQQQ,2022-02-22,2022-02-28,44.72,48.5,51,192.79,0.0845,4,trail_profit,0.3846,1.0227,0.0197,NEUTRAL/TRENDING,0.305,-0.194
QID,2022-02-23,2022-02-28,21.86,21.55,101,-31.1,-0.0141,3,trail_loss,0.2868,0.7617,0.0193,NEUTRAL/TRENDING,-0.199,-0.312
CPNG,2022-02-16,2022-03-03,23.15,23.83,160,109.04,0.0294,10,trail_profit,0.4774,0.7971,0.0318,NEUTRAL/TRENDING,1.904,0.818
