symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,t_statistic,composite_score,kelly_fraction,regime
DDOG,2022-08-26,2022-09-01,106.75,102.38,72,-314.82,-0.041,4,stop_loss,1.7053,0.3933,0.08,NEUTRAL
KHC,2022-08-30,2022-09-06,37.45,37.53,205,15.63,0.002,4,stop_loss,2.4008,0.5538,0.08,NEUTRAL
AMZN,2022-08-31,2022-09-06,126.83,125.08,60,-104.88,-0.0138,3,stop_loss,1.8528,0.4273,0.08,NEUTRAL
CVX,2022-09-01,2022-09-07,155.62,154.14,49,-72.45,-0.0095,3,stop_loss,1.9422,0.448,0.08,NEUTRAL
AMZN,2022-09-08,2022-09-13,129.9,130.44,58,31.07,0.0041,3,stop_loss,1.6956,0.3911,0.08,NEUTRAL
COIN,2022-09-09,2022-09-13,80.87,76.98,94,-365.92,-0.0481,2,stop_loss,1.8383,0.424,0.08,NEUTRAL
SHOP,2022-09-13,2022-09-16,32.76,31.73,235,-242.17,-0.0315,3,stop_loss,2.309,0.5326,0.08,NEUTRAL
COIN,2022-09-13,2022-09-16,75.33,73.78,102,-158.46,-0.0206,3,stop_loss,1.8724,0.4319,0.08,NEUTRAL
AMZN,2022-09-13,2022-09-16,126.88,123.38,60,-209.79,-0.0276,3,stop_loss,1.831,0.4223,0.08,NEUTRAL
CCL,2022-09-15,2022-09-21,10.93,10.33,703,-424.55,-0.0553,4,stop_loss,1.92,0.4429,0.08,NEUTRAL
NCLH,2022-09-16,2022-09-21,15.31,14.65,500,-328.49,-0.0429,3,stop_loss,2.0465,0.472,0.08,NEUTRAL
TSLA,2022-09-08,2022-09-22,289.42,297.6,26,212.64,0.0283,10,stop_loss,2.4346,0.5615,0.08,NEUTRAL
AMZN,2022-09-20,2022-09-22,122.26,116.99,62,-326.79,-0.0431,2,stop_loss,1.7815,0.4109,0.08,NEUTRAL
SHOP,2022-09-19,2022-09-23,32.95,27.88,230,-1167.01,-0.154,4,stop_loss,2.2259,0.5134,0.08,NEUTRAL
NFLX,2022-09-21,2022-09-23,236.96,223.81,31,-407.63,-0.0555,2,stop_loss,1.8864,0.4351,0.08,NEUTRAL
TSLA,2022-09-23,2022-09-29,275.47,271.46,26,-104.29,-0.0146,4,stop_loss,2.0791,0.4795,0.08,NEUTRAL
UNH,2022-09-23,2022-10-07,514.5,511.61,14,-40.45,-0.0056,10,stop_loss,2.1523,0.4964,0.08,NEUTRAL
PYPL,2022-10-03,2022-10-07,87.22,89.81,83,214.87,0.0297,4,stop_loss,1.7239,0.3976,0.08,NEUTRAL
COIN,2022-10-04,2022-10-07,74.55,67.79,98,-662.85,-0.0907,3,stop_loss,2.2054,0.5087,0.08,NEUTRAL
GOOGL,2022-10-04,2022-10-07,101.7,98.46,72,-233.5,-0.0319,3,stop_loss,2.0254,0.4672,0.08,NEUTRAL
HD,2022-09-28,2022-10-10,282.33,281.48,26,-22.23,-0.003,8,stop_loss,2.0965,0.4836,0.08,NEUTRAL
LOW,2022-09-28,2022-10-10,194.58,194.18,37,-14.63,-0.002,8,stop_loss,1.7086,0.3941,0.08,NEUTRAL
LLY,2022-10-03,2022-10-10,321.55,323.56,22,44.27,0.0063,5,stop_loss,1.9324,0.4457,0.08,NEUTRAL
SHOP,2022-10-04,2022-10-10,31.56,26.36,232,-1207.14,-0.1649,4,stop_loss,2.4125,0.5564,0.08,NEUTRAL
HAL,2022-10-07,2022-10-11,30.44,28.74,243,-412.86,-0.0558,2,stop_loss,2.2902,0.5282,0.08,NEUTRAL
OXY,2022-10-07,2022-10-11,69.82,65.85,106,-420.3,-0.0568,2,stop_loss,1.7887,0.4126,0.08,NEUTRAL
AAPL,2022-09-28,2022-10-13,149.83,137.11,49,-623.21,-0.0849,11,stop_loss,2.1334,0.4921,0.08,NEUTRAL
GOOGL,2022-10-11,2022-10-21,97.22,98.36,73,82.97,0.0117,8,stop_loss,1.7354,0.4003,0.08,NEUTRAL
KHC,2022-10-17,2022-10-21,35.51,35.14,199,-73.82,-0.0104,4,stop_loss,2.5538,0.589,0.08,NEUTRAL
UBER,2022-10-24,2022-10-28,27.66,26.49,257,-301.07,-0.0424,4,stop_loss,1.6865,0.389,0.08,NEUTRAL
TSLA,2022-10-19,2022-11-02,222.28,217.15,32,-164.24,-0.0231,10,stop_loss,1.6754,0.3864,0.08,NEUTRAL
NFLX,2022-10-20,2022-11-02,268.15,280.42,26,319.14,0.0458,9,stop_loss,1.8171,0.4191,0.08,NEUTRAL
SHOP,2022-10-20,2022-11-03,29.73,33.06,239,795.46,0.112,10,stop_loss,2.5399,0.5858,0.08,NEUTRAL
AMD,2022-10-31,2022-11-03,60.12,58.99,120,-135.52,-0.0188,3,stop_loss,1.7014,0.3924,0.08,NEUTRAL
TSLA,2022-11-02,2022-11-07,215.0,204.76,33,-338.05,-0.0476,3,stop_loss,2.1373,0.493,0.08,NEUTRAL
NKE,2022-11-02,2022-11-07,90.32,93.03,79,213.79,0.03,3,stop_loss,1.7075,0.3938,0.08,NEUTRAL
AMD,2022-11-03,2022-11-09,60.13,60.16,118,3.8,0.0005,4,stop_loss,1.6801,0.3875,0.08,NEUTRAL
MU,2022-11-09,2022-11-16,56.01,60.61,128,588.51,0.0821,5,stop_loss,1.6581,0.3824,0.08,NEUTRAL
CMCSA,2022-11-04,2022-11-17,31.04,33.34,229,526.32,0.074,9,stop_loss,1.8725,0.4319,0.08,NEUTRAL
GOOGL,2022-11-15,2022-11-22,98.54,94.31,73,-308.7,-0.0429,5,stop_loss,1.6988,0.3918,0.08,NEUTRAL
GOOGL,2022-11-22,2022-11-29,97.1,94.21,74,-213.63,-0.0297,4,stop_loss,1.7516,0.404,0.08,NEUTRAL
BA,2022-11-08,2022-12-02,170.1,172.83,42,114.53,0.016,17,stop_loss,1.968,0.4539,0.08,NEUTRAL
TSLA,2022-11-29,2022-12-05,180.95,184.86,39,152.5,0.0216,4,stop_loss,2.0089,0.4634,0.08,NEUTRAL
META,2022-11-17,2022-12-06,111.52,118.88,64,471.34,0.066,12,stop_loss,1.681,0.3877,0.08,NEUTRAL
GOOGL,2022-12-02,2022-12-06,100.49,97.32,72,-228.35,-0.0316,2,stop_loss,1.8262,0.4212,0.08,NEUTRAL
KHC,2022-11-25,2022-12-07,38.93,39.37,185,81.16,0.0113,8,stop_loss,1.7123,0.3949,0.08,NEUTRAL
TSLA,2022-12-05,2022-12-08,182.59,170.24,39,-481.75,-0.0677,3,stop_loss,2.025,0.4671,0.08,NEUTRAL
INTC,2022-12-07,2022-12-14,28.34,28.79,254,113.09,0.0157,5,stop_loss,1.8918,0.4364,0.08,NEUTRAL
CVX,2022-12-20,2022-12-22,172.76,169.35,41,-139.97,-0.0198,2,stop_loss,1.7308,0.3992,0.08,NEUTRAL
OXY,2022-12-21,2022-12-28,63.73,62.01,112,-192.29,-0.0269,4,stop_loss,1.6691,0.385,0.08,NEUTRAL
CVX,2022-12-22,2023-01-03,172.12,173.99,41,76.83,0.0109,6,stop_loss,1.772,0.4087,0.08,NEUTRAL
NET,2023-01-23,2023-01-25,47.64,44.66,151,-449.61,-0.0625,2,stop_loss,1.736,0.4004,0.08,NEUTRAL
TSLA,2023-01-10,2023-01-27,118.91,169.05,60,3008.13,0.4216,12,take_profit,2.028,0.4678,0.08,NEUTRAL
CVX,2023-01-25,2023-01-27,179.17,181.91,40,109.57,0.0153,2,stop_loss,2.0634,0.4759,0.08,NEUTRAL
NCLH,2023-01-18,2023-01-30,15.53,14.78,465,-346.63,-0.048,8,stop_loss,1.6974,0.3915,0.08,NEUTRAL
TSLA,2023-01-27,2023-01-31,177.94,165.0,41,-530.52,-0.0727,2,stop_loss,1.8389,0.4242,0.08,NEUTRAL
NET,2023-01-25,2023-02-02,46.18,61.12,157,2345.49,0.3235,6,take_profit,1.7803,0.4106,0.08,NEUTRAL
GOOGL,2023-01-23,2023-02-03,99.82,102.98,72,227.71,0.0317,9,stop_loss,1.715,0.3956,0.08,NEUTRAL
ADBE,2023-01-25,2023-02-03,358.5,386.21,20,554.21,0.0773,7,stop_loss,1.8285,0.4218,0.08,NEUTRAL
COIN,2023-02-06,2023-02-10,74.7,56.66,101,-1821.87,-0.2415,4,stop_loss,1.6955,0.3911,0.08,NEUTRAL
NCLH,2023-02-09,2023-02-21,16.93,16.99,443,25.19,0.0034,7,stop_loss,1.7084,0.3941,0.08,NEUTRAL
GE,2023-02-13,2023-02-21,82.65,81.88,89,-68.55,-0.0093,5,stop_loss,1.7429,0.402,0.08,NEUTRAL
BA,2023-02-15,2023-02-24,217.51,204.43,34,-444.8,-0.0601,6,stop_loss,1.8818,0.434,0.08,NEUTRAL
COST,2023-02-22,2023-02-28,497.73,484.35,14,-187.38,-0.0269,4,stop_loss,1.7487,0.4033,0.08,NEUTRAL
GE,2023-02-21,2023-03-09,82.26,91.0,90,787.0,0.1063,12,take_profit,2.1052,0.4856,0.08,NEUTRAL
OXY,2023-03-07,2023-03-09,60.88,61.0,121,15.08,0.002,2,stop_loss,1.9397,0.4474,0.08,NEUTRAL
SLB,2023-03-06,2023-03-10,55.4,51.21,133,-556.69,-0.0756,4,stop_loss,1.6615,0.3832,0.08,NEUTRAL
GOOGL,2023-03-08,2023-03-10,94.34,92.31,78,-158.22,-0.0215,2,stop_loss,1.7635,0.4067,0.08,NEUTRAL
OXY,2023-03-09,2023-03-13,60.59,58.45,121,-258.85,-0.0353,2,stop_loss,1.7589,0.4057,0.08,NEUTRAL
GE,2023-03-13,2023-03-15,89.02,89.11,82,7.37,0.001,2,stop_loss,1.8437,0.4252,0.08,NEUTRAL
PEP,2023-03-14,2023-03-23,173.61,175.43,42,76.27,0.0105,7,stop_loss,1.767,0.4076,0.08,NEUTRAL
MU,2023-03-16,2023-03-28,56.59,58.71,130,276.08,0.0375,8,stop_loss,1.8234,0.4206,0.08,NEUTRAL
NVDA,2023-03-20,2023-03-28,259.02,260.52,28,42.04,0.0058,6,stop_loss,1.7312,0.3993,0.08,NEUTRAL
MU,2023-03-28,2023-03-31,59.33,61.01,125,210.52,0.0284,3,stop_loss,1.7612,0.4062,0.08,NEUTRAL
MRVL,2023-03-23,2023-04-04,42.26,41.2,174,-185.17,-0.0252,8,stop_loss,1.7206,0.3969,0.08,NEUTRAL
GE,2023-03-15,2023-04-05,89.8,94.44,81,376.02,0.0517,15,stop_loss,1.7116,0.3948,0.08,NEUTRAL
GIS,2023-03-16,2023-04-05,80.52,86.81,91,572.08,0.0781,14,take_profit,2.0027,0.4619,0.08,NEUTRAL
SNOW,2023-03-31,2023-04-05,154.39,148.88,48,-264.58,-0.0357,3,stop_loss,1.8535,0.4275,0.08,NEUTRAL
PFE,2023-03-14,2023-04-10,39.9,41.21,184,240.47,0.0328,18,stop_loss,1.7265,0.3982,0.08,NEUTRAL
NFLX,2023-03-28,2023-04-12,323.67,332.09,22,185.28,0.026,10,stop_loss,2.0148,0.4647,0.08,NEUTRAL
CCL,2023-03-31,2023-04-20,10.17,9.5,739,-491.91,-0.0655,13,stop_loss,1.691,0.39,0.08,NEUTRAL
XOM,2023-04-26,2023-05-01,115.49,116.53,64,66.62,0.009,3,stop_loss,1.718,0.3963,0.08,NEUTRAL
KHC,2023-04-26,2023-05-02,39.36,39.17,188,-36.38,-0.0049,4,stop_loss,1.8068,0.4167,0.08,NEUTRAL
OXY,2023-05-01,2023-05-10,61.2,58.14,121,-370.15,-0.05,7,stop_loss,1.6624,0.3834,0.08,NEUTRAL
MRVL,2023-05-05,2023-05-12,40.97,39.28,180,-304.59,-0.0413,5,stop_loss,1.996,0.4604,0.08,NEUTRAL
KO,2023-05-08,2023-05-16,63.96,63.27,116,-79.55,-0.0107,6,stop_loss,1.7634,0.4067,0.08,NEUTRAL
NET,2023-05-15,2023-05-23,51.24,56.51,143,753.07,0.1028,6,stop_loss,2.2272,0.5137,0.08,NEUTRAL
NFLX,2023-05-15,2023-05-23,336.07,360.09,21,504.45,0.0715,6,stop_loss,2.0723,0.478,0.08,NEUTRAL
COIN,2023-05-12,2023-05-24,57.35,56.77,128,-74.45,-0.0101,8,stop_loss,1.6561,0.382,0.08,NEUTRAL
SQ,2023-05-24,2023-05-30,61.87,58.58,121,-398.46,-0.0532,3,stop_loss,1.999,0.4611,0.08,NEUTRAL
TSLA,2023-05-24,2023-06-05,182.99,217.15,40,1366.45,0.1867,7,take_profit,1.6637,0.3837,0.08,NEUTRAL
COIN,2023-06-02,2023-06-06,64.58,54.71,116,-1144.61,-0.1528,2,stop_loss,1.6693,0.385,0.08,NEUTRAL
FCX,2023-06-07,2023-06-20,37.6,38.96,198,269.13,0.0362,8,stop_loss,1.6936,0.3906,0.08,NEUTRAL
BMY,2023-06-26,2023-06-28,64.82,63.69,115,-129.38,-0.0174,2,stop_loss,1.9647,0.4532,0.08,NEUTRAL
TGT,2023-06-26,2023-07-06,134.62,130.57,55,-222.59,-0.0301,7,stop_loss,1.96,0.4521,0.08,NEUTRAL
PYPL,2023-06-26,2023-07-06,66.48,66.06,112,-46.5,-0.0062,7,stop_loss,1.8439,0.4253,0.08,NEUTRAL
FITB,2023-06-30,2023-07-06,26.2,25.81,284,-111.74,-0.015,3,stop_loss,1.6788,0.3872,0.08,NEUTRAL
AMD,2023-07-10,2023-07-17,113.64,116.35,65,175.97,0.0238,5,stop_loss,1.681,0.3877,0.08,NEUTRAL
SHOP,2023-07-17,2023-07-20,68.7,65.68,108,-325.77,-0.0439,3,stop_loss,1.7988,0.4149,0.08,NEUTRAL
NKE,2023-07-18,2023-07-25,109.78,107.46,67,-155.18,-0.0211,5,stop_loss,1.6795,0.3874,0.08,NEUTRAL
SNOW,2023-07-19,2023-07-26,185.57,168.5,40,-682.97,-0.092,5,stop_loss,1.823,0.4205,0.08,NEUTRAL
USB,2023-07-12,2023-07-31,35.13,39.61,211,945.32,0.1275,13,take_profit,1.7898,0.4128,0.08,NEUTRAL
AVGO,2023-08-03,2023-08-09,884.84,868.93,8,-127.26,-0.018,4,stop_loss,1.9627,0.4527,0.08,NEUTRAL
COST,2023-08-14,2023-08-17,561.72,554.21,13,-97.6,-0.0134,3,stop_loss,1.6806,0.3876,0.08,NEUTRAL
SNOW,2023-08-23,2023-08-25,155.8,152.12,47,-173.15,-0.0236,2,stop_loss,1.9621,0.4525,0.08,NEUTRAL
TSLA,2023-08-30,2023-09-01,257.18,245.92,28,-315.29,-0.0438,2,stop_loss,1.9662,0.4535,0.08,NEUTRAL
RTX,2023-08-29,2023-09-05,85.4,85.5,86,8.81,0.0012,4,stop_loss,2.0843,0.4808,0.08,NEUTRAL
MA,2023-08-24,2023-09-06,397.82,409.86,18,216.79,0.0303,8,stop_loss,1.7831,0.4113,0.08,NEUTRAL
DDOG,2023-08-21,2023-09-13,94.73,97.34,78,203.58,0.0276,16,stop_loss,1.9009,0.4384,0.08,NEUTRAL
V,2023-08-17,2023-09-14,237.64,245.85,31,254.62,0.0346,19,stop_loss,1.7558,0.405,0.08,NEUTRAL
SNOW,2023-09-11,2023-09-14,170.34,162.64,43,-330.9,-0.0452,3,stop_loss,2.2057,0.5087,0.08,NEUTRAL
DDOG,2023-09-13,2023-09-15,97.55,94.1,76,-262.15,-0.0354,2,stop_loss,2.3508,0.5422,0.08,NEUTRAL
FCX,2023-09-11,2023-09-18,40.12,39.77,185,-65.13,-0.0088,5,stop_loss,1.6569,0.3822,0.08,NEUTRAL
COIN,2023-08-31,2023-09-19,79.66,79.51,93,-13.51,-0.0018,12,stop_loss,2.0187,0.4656,0.08,NEUTRAL
SNOW,2023-09-14,2023-09-21,163.0,156.08,45,-311.35,-0.0424,5,stop_loss,1.9355,0.4464,0.08,NEUTRAL
GE,2023-09-15,2023-09-21,115.53,114.45,64,-68.86,-0.0093,4,stop_loss,1.6918,0.3902,0.08,NEUTRAL
JPM,2023-09-18,2023-09-21,149.18,147.0,49,-107.04,-0.0146,3,stop_loss,1.6993,0.3919,0.08,NEUTRAL
JPM,2023-09-25,2023-09-29,146.54,145.5,50,-51.95,-0.0071,4,stop_loss,1.7469,0.4029,0.08,NEUTRAL
CVX,2023-09-29,2023-10-04,168.75,162.55,43,-266.66,-0.0367,3,stop_loss,2.3475,0.5414,0.08,NEUTRAL
COIN,2023-10-05,2023-10-11,74.62,76.02,98,136.97,0.0187,4,stop_loss,1.7096,0.3943,0.08,NEUTRAL
SQ,2023-10-09,2023-10-12,43.74,45.15,169,237.55,0.0321,3,stop_loss,1.9975,0.4607,0.08,NEUTRAL
META,2023-10-02,2023-10-13,306.93,317.5,23,243.07,0.0344,9,stop_loss,1.7377,0.4008,0.08,NEUTRAL
GOOGL,2023-10-03,2023-10-13,132.5,136.62,55,226.48,0.0311,8,stop_loss,1.8329,0.4228,0.08,NEUTRAL
AMD,2023-10-05,2023-10-13,102.97,105.89,71,207.11,0.0283,6,stop_loss,1.6926,0.3904,0.08,NEUTRAL
UNH,2023-09-22,2023-10-17,506.4,534.36,14,391.48,0.0552,17,stop_loss,1.6896,0.3897,0.08,NEUTRAL
ORCL,2023-10-10,2023-10-17,109.79,107.55,67,-150.19,-0.0204,5,stop_loss,2.0578,0.4746,0.08,NEUTRAL
TGT,2023-10-16,2023-10-19,111.36,108.71,66,-175.05,-0.0238,3,stop_loss,1.6727,0.3858,0.08,NEUTRAL
ADBE,2023-10-12,2023-10-20,559.92,545.72,13,-184.57,-0.0254,6,stop_loss,1.664,0.3838,0.08,NEUTRAL
RTX,2023-10-13,2023-10-20,73.3,72.78,101,-52.79,-0.0071,5,stop_loss,2.0062,0.4627,0.08,NEUTRAL
SQ,2023-10-12,2023-10-23,45.44,43.65,164,-292.87,-0.0393,7,stop_loss,1.6516,0.3809,0.08,NEUTRAL
USB,2023-10-19,2023-10-23,32.76,30.91,225,-417.16,-0.0566,2,stop_loss,1.8842,0.4346,0.08,NEUTRAL
COIN,2023-10-24,2023-10-26,82.08,76.17,89,-525.85,-0.072,2,stop_loss,1.6685,0.3849,0.08,NEUTRAL
CCL,2023-11-01,2023-11-06,11.31,12.02,647,456.29,0.0624,3,stop_loss,1.761,0.4062,0.08,NEUTRAL
GIS,2023-10-30,2023-11-07,64.87,65.12,111,27.8,0.0039,6,stop_loss,2.0025,0.4619,0.08,NEUTRAL
FCX,2023-11-02,2023-11-07,35.02,34.43,209,-122.62,-0.0168,3,stop_loss,1.7717,0.4087,0.08,NEUTRAL
TGT,2023-11-01,2023-11-08,109.57,110.33,66,50.04,0.0069,5,stop_loss,2.2165,0.5112,0.08,NEUTRAL
AAL,2023-11-07,2023-11-09,11.77,11.71,634,-36.66,-0.0049,2,stop_loss,2.1813,0.5031,0.08,NEUTRAL
COIN,2023-10-26,2023-11-13,74.62,90.25,97,1516.23,0.2095,12,stop_loss,2.2465,0.5182,0.08,NEUTRAL
USB,2023-11-02,2023-11-13,34.35,33.69,213,-140.52,-0.0192,7,stop_loss,1.6975,0.3915,0.08,NEUTRAL
MRVL,2023-11-07,2023-11-13,51.23,52.46,145,178.87,0.0241,4,stop_loss,1.6759,0.3865,0.08,NEUTRAL
RTX,2023-10-30,2023-11-14,78.6,81.12,92,231.56,0.032,11,stop_loss,2.3877,0.5507,0.08,NEUTRAL
CCL,2023-11-06,2023-11-21,12.27,14.08,611,1108.26,0.1478,11,stop_loss,1.7096,0.3943,0.08,NEUTRAL
AAL,2023-11-09,2023-11-21,11.75,12.11,638,229.69,0.0306,8,stop_loss,2.1055,0.4856,0.08,NEUTRAL
PFE,2023-11-24,2023-11-28,30.54,29.74,247,-198.41,-0.0263,2,stop_loss,1.6897,0.3897,0.08,NEUTRAL
KO,2023-11-27,2023-11-30,58.51,57.96,129,-70.57,-0.0093,3,stop_loss,1.7035,0.3929,0.08,NEUTRAL
UNH,2023-11-28,2023-12-11,541.03,542.15,13,14.53,0.0021,9,stop_loss,1.9893,0.4588,0.08,NEUTRAL
AAL,2023-12-05,2023-12-20,13.15,14.01,573,495.31,0.0657,11,stop_loss,1.6959,0.3912,0.08,NEUTRAL
COIN,2023-12-26,2023-12-29,172.26,172.93,44,29.68,0.0039,3,stop_loss,1.7803,0.4106,0.08,NEUTRAL
GE,2023-12-20,2024-01-02,123.44,126.34,61,176.84,0.0235,7,stop_loss,1.7294,0.3989,0.08,NEUTRAL
COIN,2023-12-29,2024-01-03,174.02,159.45,43,-626.35,-0.0837,2,stop_loss,1.7592,0.4058,0.08,NEUTRAL
DIS,2024-01-04,2024-01-09,90.61,89.84,83,-63.67,-0.0085,3,stop_loss,1.8891,0.4357,0.08,NEUTRAL
BMY,2024-01-04,2024-01-10,52.08,50.89,144,-170.81,-0.0228,4,stop_loss,1.6658,0.3842,0.08,NEUTRAL
ABNB,2024-01-05,2024-01-16,136.06,136.68,55,34.06,0.0046,6,stop_loss,1.8265,0.4213,0.08,NEUTRAL
LLY,2024-01-05,2024-01-17,618.62,628.43,12,117.7,0.0159,7,stop_loss,1.9038,0.4391,0.08,NEUTRAL
ORCL,2024-01-17,2024-01-24,106.46,114.41,70,556.69,0.0747,5,take_profit,1.7242,0.3977,0.08,NEUTRAL
COIN,2024-01-31,2024-02-05,128.15,119.74,59,-496.13,-0.0656,3,stop_loss,1.6742,0.3862,0.08,NEUTRAL
NET,2024-02-09,2024-02-13,107.96,101.65,69,-435.52,-0.0585,2,stop_loss,1.8955,0.4372,0.08,NEUTRAL
PFE,2024-02-14,2024-02-22,27.11,27.26,276,42.56,0.0057,5,stop_loss,1.8376,0.4238,0.08,NEUTRAL
AAL,2024-01-29,2024-03-04,14.95,15.22,507,139.19,0.0184,24,stop_loss,2.2907,0.5284,0.08,NEUTRAL
NET,2024-02-15,2024-03-11,101.28,97.67,74,-267.23,-0.0357,16,stop_loss,1.9244,0.4439,0.08,NEUTRAL
ABNB,2024-02-20,2024-03-13,148.22,161.33,50,655.59,0.0885,16,stop_loss,1.6599,0.3829,0.08,NEUTRAL
WMT,2024-03-08,2024-03-25,60.16,60.59,126,53.98,0.0071,11,stop_loss,2.7259,0.6287,0.08,NEUTRAL
DAL,2024-03-15,2024-03-25,43.13,44.63,175,263.06,0.0349,6,stop_loss,1.7127,0.395,0.08,NEUTRAL
CCL,2024-03-25,2024-03-27,17.13,16.79,443,-149.28,-0.0197,2,stop_loss,1.7036,0.3929,0.08,NEUTRAL
PYPL,2024-03-18,2024-04-01,64.25,65.37,117,131.29,0.0175,9,stop_loss,1.6579,0.3824,0.08,NEUTRAL
WMT,2024-03-25,2024-04-01,60.6,60.07,125,-66.37,-0.0088,4,stop_loss,2.5826,0.5957,0.08,NEUTRAL
TSLA,2024-03-28,2024-04-02,175.81,165.87,43,-427.27,-0.0565,2,stop_loss,1.6611,0.3831,0.08,NEUTRAL
WMT,2024-04-01,2024-04-03,59.98,59.09,126,-112.38,-0.0149,2,stop_loss,1.7692,0.4081,0.08,NEUTRAL
CVX,2024-03-18,2024-04-11,155.5,159.92,48,212.19,0.0284,17,stop_loss,1.7541,0.4046,0.08,NEUTRAL
BMY,2024-04-03,2024-04-11,52.22,49.9,144,-334.79,-0.0445,6,stop_loss,1.6523,0.3811,0.08,NEUTRAL
MSFT,2024-04-10,2024-04-12,423.34,420.11,17,-54.9,-0.0076,2,stop_loss,2.037,0.4698,0.08,NEUTRAL
META,2024-04-09,2024-04-15,517.23,503.88,14,-186.92,-0.0258,4,stop_loss,1.8403,0.4245,0.08,NEUTRAL
TSLA,2024-04-10,2024-04-15,171.87,164.09,43,-334.33,-0.0452,3,stop_loss,1.701,0.3923,0.08,NEUTRAL
PYPL,2024-04-11,2024-04-15,65.81,63.47,114,-266.45,-0.0355,2,stop_loss,1.6597,0.3828,0.08,NEUTRAL
WMT,2024-04-05,2024-04-16,59.87,59.76,125,-14.27,-0.0019,7,stop_loss,2.0811,0.48,0.08,NEUTRAL
WMT,2024-04-16,2024-04-18,59.87,59.29,124,-72.28,-0.0097,2,stop_loss,2.5223,0.5818,0.08,NEUTRAL
PYPL,2024-04-15,2024-04-19,63.53,61.73,117,-210.06,-0.0283,4,stop_loss,2.1357,0.4926,0.08,NEUTRAL
SNOW,2024-04-15,2024-04-19,152.12,145.48,49,-325.35,-0.0436,4,stop_loss,1.8721,0.4318,0.08,NEUTRAL
WMT,2024-04-18,2024-04-23,59.28,59.23,125,-5.71,-0.0008,3,stop_loss,2.3011,0.5308,0.08,NEUTRAL
NKE,2024-04-22,2024-04-25,94.27,92.61,78,-129.43,-0.0176,3,stop_loss,2.0976,0.4838,0.08,NEUTRAL
SBUX,2024-04-19,2024-04-30,87.64,87.48,84,-13.55,-0.0018,7,stop_loss,1.7991,0.415,0.08,NEUTRAL
WMT,2024-04-23,2024-04-30,59.12,59.14,125,3.04,0.0004,5,stop_loss,1.9862,0.4581,0.08,NEUTRAL
NCLH,2024-04-26,2024-05-01,19.04,18.23,390,-317.44,-0.0427,3,stop_loss,1.9968,0.4606,0.08,NEUTRAL
PYPL,2024-05-01,2024-05-06,66.13,65.06,112,-119.29,-0.0161,3,stop_loss,1.7136,0.3953,0.08,NEUTRAL
CCL,2024-04-30,2024-05-07,14.83,14.28,502,-277.44,-0.0373,5,stop_loss,1.7046,0.3932,0.08,NEUTRAL
TSLA,2024-05-02,2024-05-08,180.21,172.36,40,-314.18,-0.0436,4,stop_loss,1.9951,0.4602,0.08,NEUTRAL
GE,2024-04-15,2024-05-10,153.78,163.28,48,455.79,0.0617,19,stop_loss,1.7934,0.4137,0.08,NEUTRAL
ADBE,2024-05-07,2024-05-10,492.09,480.43,15,-174.89,-0.0237,3,stop_loss,1.8895,0.4358,0.08,NEUTRAL
WMT,2024-05-09,2024-05-14,60.49,60.16,121,-39.79,-0.0054,3,stop_loss,2.0874,0.4815,0.08,NEUTRAL
META,2024-05-09,2024-05-21,475.67,463.74,15,-179.0,-0.0251,8,stop_loss,1.8359,0.4235,0.08,NEUTRAL
AMD,2024-05-15,2024-05-23,159.75,162.43,45,120.67,0.0168,6,stop_loss,1.8226,0.4204,0.08,NEUTRAL
INTC,2024-05-21,2024-05-23,31.76,30.96,231,-185.61,-0.0253,2,stop_loss,1.6905,0.3899,0.08,NEUTRAL
GE,2024-05-23,2024-05-29,165.31,163.85,44,-64.37,-0.0089,3,stop_loss,1.7327,0.3997,0.08,NEUTRAL
COIN,2024-05-23,2024-05-31,218.99,225.35,33,209.94,0.0291,5,stop_loss,1.9811,0.4569,0.08,NEUTRAL
GE,2024-05-29,2024-06-03,163.58,159.77,45,-171.57,-0.0233,3,stop_loss,2.0587,0.4748,0.08,NEUTRAL
TSLA,2024-05-22,2024-06-05,180.28,172.53,40,-310.12,-0.043,9,stop_loss,1.7281,0.3986,0.08,NEUTRAL
SHOP,2024-06-06,2024-06-13,61.51,64.16,118,312.28,0.043,5,stop_loss,1.8416,0.4248,0.08,NEUTRAL
ABNB,2024-06-07,2024-06-13,146.73,145.83,49,-44.21,-0.0061,4,stop_loss,1.7359,0.4004,0.08,NEUTRAL
NCLH,2024-06-06,2024-06-14,18.17,17.31,400,-343.61,-0.0473,6,stop_loss,2.1869,0.5044,0.08,NEUTRAL
META,2024-06-05,2024-06-17,495.27,497.41,14,29.92,0.0043,8,stop_loss,1.6863,0.389,0.08,NEUTRAL
COIN,2024-07-01,2024-07-05,233.47,215.97,31,-542.64,-0.075,3,stop_loss,1.8307,0.4222,0.08,NEUTRAL
ABNB,2024-06-18,2024-07-10,147.39,151.57,49,204.89,0.0284,14,stop_loss,1.7327,0.3997,0.08,NEUTRAL
NVDA,2024-06-20,2024-07-12,130.85,127.43,53,-181.31,-0.0261,15,stop_loss,2.9833,0.6881,0.0765,NEUTRAL
AMD,2024-07-11,2024-07-16,182.25,176.85,39,-210.59,-0.0296,3,stop_loss,2.0945,0.4831,0.08,NEUTRAL
